timestamp,open,high,low,close,volume,summ,SMA_5,SMA_10,EMA_5,EMA_10,RSI,MACD,MACD_signal,BB_Middle,BB_Upper,BB_Lower,OBV,H-L,H-PC,L-PC,TR,ATR,ROC,Momentum,Std_Dev,future
1724312400.0,1430.35,1432.8,1428.4,1429.2,331167.0,0.0,1436.1375000000003,1437.165625,1434.9252727574792,1436.57873815197,15.827338129496624,-1.653465394490695,-0.6475079114877726,1437.165625,1442.8319840602785,1431.4992659397217,-1200612.0,4.399999999999864,1.5499999999999545,2.849999999999909,4.399999999999864,3.4791666666666807,-0.00660318342948496,-9.5,2.833179530139251,0.0
1724312700.0,1430.0,1430.7,1418.0,1422.4,360961.0,0.0,1434.075,1436.19375,1432.1418788113729,1434.9106513105617,9.756097560975604,-2.768772499188799,-1.071760829027978,1436.19375,1445.4702346071488,1426.917265392851,-1561573.0,12.700000000000045,1.5,11.200000000000045,12.700000000000045,3.5239583333333493,-0.01146709291820136,-16.5,4.638242303574413,0.0
1724313000.0,1422.5,1423.1,1418.05,1419.95,375432.0,-1.0,1431.89375,1435.140625,1429.4325724088455,1433.1505746857897,9.324009324009296,-3.718002276944162,-1.601009118611215,1435.140625,1447.452636411626,1422.828613588374,-1937005.0,5.0499999999999545,0.6999999999998181,4.350000000000136,5.0499999999999545,3.465625000000017,-0.012139974954779476,-17.450000000000045,6.15600570581291,0.0
1724313300.0,1419.8,1422.0,1415.0,1422.0,390063.0,-2.0,1429.8687499999999,1434.146875,1427.7808896513243,1431.8387423698143,14.31718061674006,-4.0578527184900395,-2.0923778385869802,1434.146875,1447.9812027755013,1420.3125472244985,-1546942.0,7.0,2.0499999999999545,4.9500000000000455,7.0,3.5177083333333505,-0.01126408010012514,-16.200000000000045,6.917163887750651,0.0
1724313600.0,1421.35,1427.5,1421.35,1425.0,401306.0,-3.0,1428.06875,1433.346875,1427.1629141732524,1431.0341844439538,20.612244897959002,-3.871270270701416,-2.4481563250098675,1433.346875,1447.7486095598833,1418.9451404401166,-1145636.0,6.150000000000091,5.5,0.650000000000091,6.150000000000091,3.5645833333333505,-0.01000416840350149,-14.400000000000091,7.200867279941738,0.0
1724313900.0,1424.7,1425.8,1421.2,1423.9,409943.0,-4.0,1426.3187500000001,1432.434375,1426.437822134752,1430.194868627018,20.95435684647292,-3.7570464922659994,-2.709934358461094,1432.434375,1447.2861187247845,1417.5826312752156,-1555579.0,4.599999999999909,0.7999999999999545,3.7999999999999545,4.599999999999909,3.4770833333333493,-0.009736421169761478,-14.0,7.425871862392266,0.0
1724314200.0,1423.8,1424.0,1422.0,1424.0,414010.0,-4.0,1424.7125,1431.5,1425.896083882585,1429.466060553251,22.246220302375576,-3.569976670666165,-2.8819428209021085,1431.5,1446.4832795697964,1416.5167204302036,-1141569.0,2.0,0.09999999999990905,1.900000000000091,2.0,3.328125000000014,-0.00894317430490299,-12.849999999999909,7.491639784898203,0.0
1724314500.0,1424.15,1426.5,1423.45,1426.15,418665.0,-4.0,1424.075,1430.7,1425.952509686455,1429.0759357822803,37.05583756345189,-3.12342609582538,-2.930239475886763,1430.7,1445.3492320617845,1416.0507679382156,-722904.0,3.0499999999999545,2.5,0.5499999999999545,3.0499999999999545,3.312500000000014,-0.0035633187772925456,-5.099999999999909,7.324616030892214,0.0
1724314800.0,1426.0,1426.7,1424.5,1426.25,422144.0,-4.0,1423.7062500000002,1429.921875,1426.0186186450205,1428.7434727490709,41.69014084507018,-2.724854104050337,-2.889162401519478,1429.921875,1444.0721620995614,1415.7715879004386,-300760.0,2.2000000000000455,0.5499999999999545,1.650000000000091,2.2000000000000455,3.262500000000012,-0.002064091799608203,-2.9500000000000455,7.075143549780711,0.0
1724315100.0,1425.45,1426.9,1424.0,1426.0,425453.0,-4.0,1424.15625,1429.115625,1426.0144811683494,1428.4207112491802,66.07142857142843,-2.40623008083071,-2.7925759373817245,1429.115625,1442.5344038192522,1415.6968461807476,-726213.0,2.900000000000091,0.650000000000091,2.25,2.900000000000091,3.254166666666682,0.0025309336332957066,3.599999999999909,6.70938940962617,0.0
1724315400.0,1426.75,1426.8,1424.0,1425.05,429431.0,-4.0,1424.79375,1428.34375,1425.8001520198272,1428.0241569845707,76.28865979381446,-2.2240049647434716,-2.6788617428540737,1428.34375,1441.1354595547605,1415.5520404452395,-1155644.0,2.7999999999999545,0.7999999999999545,2.0,2.7999999999999545,3.234375000000014,0.0035916757632310503,5.099999999999909,6.395854777380216,5.0
1724315700.0,1425.45,1425.9,1423.1,1424.0,432782.0,-4.0,1425.04375,1427.4562500000002,1425.4001182376433,1427.5507267510918,61.494252873563454,-2.15060851344856,-2.573211096972971,1427.4562500000002,1439.2627383291642,1415.6497616708361,-1588426.0,2.800000000000182,0.8500000000001364,1.9500000000000455,2.800000000000182,3.2479166666666877,0.0014064697609001975,2.0,5.9032441645819675,5.0
1724316000.0,1423.9,1425.3,1421.45,1425.2,437177.0,-4.0,1425.0687500000001,1426.56875,1425.3556475181672,1427.274170662728,51.4492753623192,-1.9185231445608224,-2.442273506490541,1426.56875,1436.536155212325,1416.6013447876749,-1151249.0,3.849999999999909,1.2999999999999545,2.5499999999999545,3.849999999999909,3.2760416666666856,0.00014035087719310724,0.20000000000004547,4.983702606162525,5.0
1724316300.0,1424.25,1424.9,1422.35,1423.75,440730.0,-4.0,1425.05,1425.6843749999998,1424.9988369585744,1426.859562349466,48.96551724137868,-1.8607253908915027,-2.3259638833707337,1425.6843749999998,1433.6775986926045,1417.691151307395,-1591979.0,2.550000000000182,0.2999999999999545,2.8500000000001364,2.8500000000001364,3.2958333333333534,-0.00010534447643806288,-0.15000000000009095,3.9966118463023936,5.0
1724316600.0,1423.65,1424.45,1423.05,1424.15,443528.0,-4.0,1425.06875,1424.890625,1424.8102065233356,1426.5407903083521,50.99337748344428,-1.7305837850165062,-2.2068878636998885,1424.890625,1430.2371776276304,1419.5440723723696,-1148451.0,1.400000000000091,0.7000000000000455,0.7000000000000455,1.400000000000091,3.2802083333333534,0.0001053370786516794,0.15000000000009095,2.6732763138151676,5.0
1724316900.0,1423.75,1424.15,1421.7,1423.9,447031.0,-4.0,1424.7875,1424.43125,1424.6079384070388,1426.2301090956048,30.088495575221557,-1.6221706885660296,-2.089944428673117,1424.43125,1428.574014777298,1420.288485222702,-1595482.0,2.4500000000000455,0.0,2.4500000000000455,2.4500000000000455,3.27500000000002,-0.001577674157697273,-2.25,2.0713823886490483,5.0
1724317200.0,1422.25,1422.7,1418.95,1419.3,455260.0,-4.0,1423.91875,1423.8125,1423.428396538808,1425.4148021431806,15.763546798030404,-1.9864056043725213,-2.069236663812998,1423.8125,1427.8727955557476,1419.7522044442524,-2050742.0,3.75,1.2000000000000455,4.9500000000000455,4.9500000000000455,3.3104166666666877,-0.004872918492550449,-6.9500000000000455,2.030147777873777,5.0
1724317500.0,1419.35,1420.1,1419.35,1420.1,455505.0,-4.0,1423.18125,1423.66875,1422.6887528635175,1424.7895313028064,22.429906542056344,-2.100778439288888,-2.075545018908176,1423.66875,1428.0892891828023,1419.2482108171978,-1595237.0,0.75,0.7999999999999545,0.049999999999954525,0.7999999999999545,3.225000000000018,-0.0041374474053296195,-5.900000000000091,2.2102695914011607,5.0
