,open,high,low,close,SMA_5,SMA_10,EMA_5,EMA_10,RSI,MACD,MACD_signal,BB_Middle,BB_Upper,BB_Lower,OBV,H-L,H-PC,L-PC,TR,ATR,ROC,Momentum,Std_Dev,future
3414,1321.2,1322.5,1316.05,1321.15,1332.8125,1322.5229166666668,1329.8135700488147,1314.8098704679917,40.598802395209695,15.003699580822968,16.92170179703022,1332.8125,1351.0215146434914,1314.6034853565086,-201208349.0,6.4500000000000455,1.25,5.2000000000000455,6.4500000000000455,11.981944444444473,-0.0002648505486189112,-0.34999999999990905,9.104507321745668,0.0
3415,1320.4,1330.0,1319.55,1326.8,1332.7347222222222,1322.78125,1329.6506743705004,1315.1383671674987,35.50065019505833,14.512307203001683,16.439822878224515,1332.7347222222222,1351.0239355841466,1314.4455088602979,-199370349.0,10.450000000000045,8.849999999999909,1.6000000000001364,10.450000000000045,11.877777777777807,-0.002105896510228633,-2.7999999999999545,9.144606680962138,0.0
3416,1326.05,1332.0,1326.0,1330.0,1332.9194444444445,1323.1256944444442,1329.6695568369598,1315.545535190307,48.55907780979827,14.124021646652864,15.976662631910184,1332.9194444444445,1350.95119862232,1314.887690266569,-197484143.0,6.0,5.2000000000000455,0.7999999999999545,6.0,11.779166666666697,0.005025125628140836,6.650000000000091,9.01587708893776,0.0
3417,1329.9,1331.25,1327.0,1329.7,1333.0222222222224,1323.4923611111112,1329.6712024133403,1315.933328746737,32.777777777777715,13.737873666603264,15.528904838848801,1333.0222222222224,1350.9334867456046,1315.1109576988401,-199396281.0,4.25,1.25,3.0,4.25,11.781944444444472,0.002790346907993957,3.7000000000000455,8.95563226169116,0.0
3418,1329.05,1329.95,1327.0,1327.65,1332.9847222222224,1323.8625000000002,1329.5619482288355,1316.2543334386073,59.00000000000029,13.307614790228172,15.084646829124676,1332.9847222222224,1350.9362413691836,1315.0332030752613,-201327084.0,2.9500000000000455,0.25,2.7000000000000455,2.9500000000000455,11.697222222222251,-0.001015801354401713,-1.349999999999909,8.975759573480607,0.0
3419,1328.6,1345.85,1326.05,1344.85,1333.3763888888889,1324.4854166666669,1330.388329405655,1317.0377763580975,91.40350877193032,13.350553047557469,14.737828072811237,1333.3763888888889,1351.737893435291,1315.0148843424868,-199312672.0,19.799999999999955,18.199999999999818,1.6000000000001364,19.799999999999955,12.012500000000026,0.010595528837121782,14.099999999999909,9.180752273201021,0.0
3420,1343.85,1348.2,1335.3,1346.0,1333.677777777778,1325.0993055555557,1331.2322034918357,1317.8312619373278,92.04737732656538,13.400941554507881,14.470450769150565,1333.677777777778,1352.5092323827969,1314.846323172759,-197206228.0,12.900000000000091,3.3500000000001364,9.549999999999955,12.900000000000091,12.05555555555558,0.008126427742201292,10.849999999999909,9.415727302509481,0.0
3421,1345.5,1353.6,1345.5,1352.15,1334.2722222222224,1325.7979166666667,1332.3628951949797,1318.7715013363052,92.17970049916835,13.591393858674564,14.294639387055366,1334.2722222222224,1354.0506728974483,1314.4937715469964,-195004711.0,8.099999999999909,7.599999999999909,0.5,8.099999999999909,12.076388888888907,0.01608115724215664,21.40000000000009,9.889225337612977,0.0
3422,1352.6,1356.45,1348.4,1354.0,1334.8569444444447,1326.5201388888888,1333.5324684276834,1319.7366656832558,91.81184668989573,13.795802744427647,14.194872058529821,1334.8569444444447,1355.6910257643808,1314.0228631245086,-192715959.0,8.049999999999955,4.2999999999999545,3.75,8.049999999999955,12.152777777777796,0.015792040211560776,21.049999999999955,10.417040659968002,0.0
3423,1354.15,1355.0,1349.0,1353.35,1335.384722222222,1327.2243055555557,1334.6036863505115,1320.6575789522076,90.7056798623062,13.946107398303866,14.14511912648463,1335.384722222222,1357.1095575094057,1313.6598869350385,-195057988.0,6.0,1.0,5.0,6.0,12.23611111111113,0.0142391426537265,19.0,10.862417643591762,0.0
3424,1353.0,1353.0,1350.0,1350.95,1336.0013888888889,1327.8465277777777,1335.4872708721055,1321.4875082959827,89.62585034013617,13.999762576122748,14.116047816412255,1336.0013888888889,1358.2063881472723,1313.7963896305055,-197424248.0,3.0,0.34999999999990905,3.349999999999909,3.349999999999909,12.095833333333347,0.016707431796801453,22.200000000000045,11.10249962919169,0.0
3425,1350.1,1351.0,1345.1,1350.0,1336.7138888888887,1328.3326388888888,1336.2717427168564,1322.268672452257,69.58174904942987,14.003070264599273,14.09345230604966,1336.7138888888887,1359.026532468111,1314.4012453096664,-199834190.0,5.900000000000091,0.049999999999954525,5.850000000000136,5.900000000000091,12.072222222222239,0.01936799184505622,25.65000000000009,11.156321789611154,0.0
3426,1349.2,1351.0,1349.0,1349.2,1337.4541666666669,1328.7277777777776,1336.9705674348643,1323.0065170426062,62.50000000000022,13.96405039225806,14.067571923291341,1337.4541666666669,1359.6011609806644,1315.3071723526693,-202263369.0,2.0,1.0,1.0,2.0,11.91944444444446,0.02015046690106237,26.65000000000009,11.073497156998751,0.0
3427,1348.95,1359.9,1347.75,1357.25,1338.4569444444446,1329.3145833333333,1338.0667529789255,1323.9446946578773,67.34693877551011,14.122058321048144,14.078469202842703,1338.4569444444446,1360.8345627625035,1316.0793261263857,-199752847.0,12.150000000000091,10.700000000000045,1.4500000000000455,12.150000000000091,11.88750000000002,0.027324679256708118,36.09999999999991,11.188809159029478,0.0
3428,1357.1,1357.5,1351.0,1351.5,1339.127777777778,1329.9034722222223,1338.792874439524,1324.6996345302643,43.279569892473084,14.093239909259637,14.08142334412609,1339.127777777778,1361.5832886438309,1316.672266911725,-202297532.0,6.5,0.25,6.25,6.5,11.67361111111113,0.018194146231212738,24.15000000000009,11.227755433026502,0.0
